,comment
16145,"(1/4 pound), softened"
16146,"medium-size, about 1 1/2 pounds, peeled"
16147,"corn, peanut or other vegetable"
16148,or other rye crispbread
16149,or peanut oil or other vegetable oil
16150,"or mustard greens, rinsed and dried"
16151,lightly salted or lightly salted water
16152,"or white wine vinegar, approximately"
16153,slightly stale ciabatta or other open-textured white
16154,large cloves
16155,white
16156,vegetable or safflower for frying
16157,fermented black
16158,sherry or water
16159,"large, halved, sliced thick and separated into rings"
16160,"minced ginger, or both"
16161,shelled and finely chopped
16162,thin-sliced or sirloin steak
16163,"of a large, seeded and cut into 3 pieces"
16164,or any grainy french mustard
16165,"medium to large raw, shelled (reserve shells for stock)"
16166,diced ripe with a little of their juice (chopped canned tomatoes are preferable to less-than-perfect fresh tomatoes)
16167,"ice, approximately"
16168,preferably northern spy or rhode island greenings (see note)
16169,plus to grease pie plate
16170,depending on tartness of apples used
16171,"cored, seeded and cut into julienne strips"
16172,hot or tabasco
16173,or grouper fillets with skin (heads and trimmings reserved for steps 8 and 12)
16174,medium-sized in shell
16175,for coconut milk
16176,"heaping, fresh or 1 1/2 teaspoons dried oregano"
16177,"chopped, pitted italian, french or greek packed in brine"
16178,cooking
16179,peanut or safflower for frying
16180,cooked and mashed
16181,sliced (including green part)
16182,"large, halved horizontally"
16183,trimmed and halved lengthwise
16184,"skinless fillets, cooked, cooled and flaked"
16185,"mixed fresh, washed and dried"
16186,"medium, seeded and thinly sliced"
16187,"stemmed, cored and quartered"
16188,plus 3/4 cup or other strong red wine
16189,"ripe but firm medium-size, like forelle or bartlett, peeled, vertically cut in two and cored"
16190,plus flour for rolling
16191,in 12 thin slices or 6 flat oblong rolls split horizontally
16192,seeded and finely slivered
16193,finely chopped peeled unsalted
16194,very thick yogurt or mascarpone (see note)
16195,crushed and seeded
16196,or aleppo pepper (see note)
16197,large dried turkish
16198,"large ripe red or black, pitted and halved"
16199,"2 15 1/2-ounce cans, drained"
16200,"ripe medium, cut into large chunks"
16201,(2 cups)
16202,shiitake or ordinary
16203,"mixed, such as strawberries, raspberries and blueberries"
16204,fine dash
16205,"tart, peeled, cored and sliced into eighths"
16206,low-fat or low-fat yogurt
16207,or wheat germ
16208,"medium-sized, coarsely chopped"
16209,"great, soaked overnight"
16210,"large, cut into 1-inch squares"
16211,"large untorn, blotted dry"
16212,"diced, skin and seeds removed"
16213,"small, cut in half"
16214,trimmed and cut into 2-inch pieces
16215,"small, scraped and cut into 2-inch pieces"
16216,to grease the skillet
16217,"or lamb medallions, cut from the leg, about 1-inch thick and 3-inches in diameter"
16218,"minced, white and light green parts, reserving the tops for the garnish"
16219,"cooked (soaked and cooked until tender, according to package directions)"
16220,or caraway seed
16221,hellmann's or more to taste
16222,kosher or to taste
16223,"medium sweet such as a vidalia, peeled and chopped coarsely"
16224,"seeded, chopped coarsely"
16225,"(about 2 pounds), outer leaves discarded, cored and shredded"
16226,of boston or iceberg
16227,"trimmed, peeled and chopped coarsely"
16228,four-inch pepperidge farm farmhouse white or amy's bread rolls
16229,"ground, preferably chicken steak or blade steak, not more than 20 percent fat"
16230,lightly beaten large white
16231,(2 to 3 large) baking
16232,loosely packed chopped
16233,"fresh (no stems), finely chopped"
16234,hen-of-the-woods (see note)
16235,if using striped bass
16236,"6 (6-ounce) fillets or striped bass, with skin on"
16237,if using sea bass
16238,seeded and chopped ripe
16239,or canned
16240,"minced for garnish, optional"
16241,"ground or tabasco sauce, or to taste"
16242,"onion or scallion, minced"
16243,brown-rice
16244,or a mixture of thighs and drumsticks
16245,"or creme fraiche and for serving, optional"
16246,"rice, preferably ''forbidden'' (black) rice flour"
16247,"stemmed, sliced"
16248,or 2 tablespoons honey (or additional sugar)
16249,"1 1/2 to 2 pounds boneless, cut into 1 1/2-inch chunks"
16250,nickel-thick peeled
16251,peeled and cut in rounds
16252,purslane or other wild greens
16253,"one red, one yellow, pith and seeds removed, cut into long strips"
16254,peeled and minced (about 2 teaspoons)
16255,"ground, available in middle eastern markets"
16256,freshly ground from about 5 whole allspice
16257,brown or yellow
16258,rounds angel hair (about 2 ounces)
16259,"large, diced, seeds removed"
16260,plus salt to taste
16261,ground or lamb or both
16262,"grated, or gruyère"
16263,"medium-size, trimmed, about 1 1/4 pounds"
16264,"fresh, or 1 tablespoon dried"
16265,"or small white, washed and dried"
16266,1/8 inch thick
16267,"white, 1/2 inch thick"
16268,"cut into 2-inch lengths, white and green parts separated"
16269,1 12-ounce jar creamy
16270,1 13-ounce jar
16271,diluted with 1/4 cup water or red wine
16272,mushroom or regular
16273,"mushroom or vegetable, or water"
16274,"boneless, preferably from the shoulder (boston butt or picnic), sliced thinly and dried"
16275,"oyster, stems removed"
16276,plus more for tossing the squash
16277,"large red (about 3 pounds), halved and sliced"
16278,"medium (about 3 pounds), cut into 1/2-inch slices"
16279,"large yellow (about 3 pounds), halved and sliced"
16280,"freshly ground for seasoning, plus 1/4 teaspoon"
16281,"for seasoning, plus 1 teaspoon"
16282,"(about 12 to 14), halved"
16283,"cooked, drained"
16284,"halved, pitted calamata"
16285,"chopped preserved, or 1 tablespoon lemon zest and 1 teaspoon lemon juice"
16286,"jerusalem, peeled and cut into 1/2-inch dice"
16287,"inchlong, peeled"
16288,or 2 teaspoons ground cumin
16289,"large, yellow, orange or red, about 2 pounds"
16290,spring
16291,"like dandelion greens, broccoli rabe, turnips or watercress"
16292,"dried, shelled fava"
16293,extra-virgin for deep frying
16294,for pasta
16295,"small yellow, cut into quarters"
16296,"medium, cubed"
16297,chopped into 1-inch lengths
16298,"fresh green or red, sliced thin"
16299,sliced into 1-inch lengths
16300,"ripe, peeled and coarsley chopped"
16301,large or 2 small
16302,"minced fresh, like basil, mint or oregano, or a combination"
16303,"small white, peeled and sliced thinly"
16304,grated pecorino
16305,"ground, or a combination of ground veal and ground pork"
16306,thick steak
16307,"green (white and light-green part), finely chopped"
16308,4 6-ounce pieces skinless wild
16309,"fingerling, boiled until tender and cut in half lengthwise"
16310,"extra virgin, plus additional for garnish"
16311,strong veal or chicken
16312,or blueberries
16313,from boneless loin of venison (3 ounces each)
16314,1 teaspoon ground sage
16315,medallions from boneless loin of (about 3 ounces each)
16316,or 1 teaspoon pure vanilla extract
16317,"whole red, ripe, or 3 cups strawberries cut in half"
16318,"about 6 ounces, peeled"
16319,about 3/4 pound each
16320,"small, about 6 ounces, scraped"
16321,or use chicken livers
16322,"such as wings, backs and necks"
16323,peanut or vegetable oil
16324,about 2 1/2 pounds each
16325,"thin, each slice measuring about 4 inches by 8 inches"
16326,or 1 1/2 teaspoons dried thyme
16327,"about 2 3/4 pounds total weight, ends trimmed and cores removed"
16328,about 2 pounds total weight
16329,or use 1 teaspoon dried basil
16330,"melted sweet, tepid"
16331,"or sweetened whipped cream, for decoration"
16332,"whole skinless, boneless"
16333,full-kernel fresh
16334,fresh (made from about 3/4 pound very ripe tomatoes)
16335,"small dried, bruised"
16336,5 percent (see note)
16337,peeled and split
16338,"ripe, washed and coarsely chopped"
16339,"small, for garnish"
16340,"large, ripe, peeled, seeded and coarsely chopped"
16341,"small, for garnish"
16342,"fresh shiitake, cleaned, stems removed and thickly sliced"
16343,"fresh, each approximately 4 inches long"
16344,"loosely packed fresh, finely chopped"
16345,rich (see note)
16346,"large or 1 medium onion, peeled and thinly sliced"
16347,"juicy, ripe, peeled, seeded and coarsely chopped"
16348,warm between 105 and 115 degrees
16349,rapid-rise or regular active dry
16350,chicken stock
16351,cold in small pieces
16352,"white, peeled and cut into matchsticks"
16353,"slender, slant-cut in 1-inch lengths"
16354,chinese oyster sauce
16355,pureed until smooth in a blender
16356,hulled and halved for garnish
16357,"part-skim, pureed until smooth in a blender"
16358,plus 1/4 cup warm water
16359,plus 1 1/2 teaspoons for garnish
16360,melted polyunsaturated
16361,"or neutral oil, like grapeseed or corn"
16362,preferably a mixture of red and yellow
16363,preferably long grain
16364,ziti or other cut
16365,frozen diced
16366,"large, about 5 pounds, cleaned and trimmed"
16367,"large, whole and unpeeled"
16368,frozen chopped
16369,"extra virgin, plus oil for pan"
16370,"other, coarsely chopped"
16371,stemmed and coarsely chopped
16372,dried or tree ear mushrooms
16373,veal stock or chicken stock
16374,"small, peeled, spiked with a whole clove"
16375,"french green, rinsed"
16376,"3 carrots, 2 onions, 1 stalk celery, 1/2 head of garlic, all peeled and chopped; 1 tablespoon black peppercorns; 1 bay leaf"
16377,"sliced, cut into 1 1/82-inch pieces"
16378,idaho
16379,split in half lengthwise and seeds scraped
16380,"nabisco, finely crushed"
16381,"at room temperature, lightly beaten"
16382,top-quality white
16383,imported or penne
16384,more for molds
16385,finely chopped flat-leaved
16386,"assorted wild, like chanterelles, pleurotes, shiitake and morels (halve any large mushrooms)"
16387,"large, separated, plus 3 egg whites"
16388,bleached
16389,16-inch
16390,(preferably pencil-thin)
16391,small chopped fresh or crushed canned plum tomatoes
16392,1 4-ounce can chopped mild
16393,"boneless and skinless, cut in fine strips"
16394,"medium-size, chopped coarse"
16395,preferably french goat's-milk feta
16396,balsamic or red-wine
16397,"small, peeled, halved and seeded"
16398,"whole-milk, preferably sheep's milk"
16399,frozen small
16400,"small to medium, or 1 large one, about 1 1/2 pounds"
16401,"preferably romaine, endive, escarole, radicchio or chicory, roughly chopped"
16402,with a bit of their liquid
16403,"pitted, preferably oil-cured or calamatas"
16404,chopped or cilantro leaves for garnish
16405,"white and light green parts only, sliced thinly crosswise"
16406,ripe or cherry tomatoes
16407,ground urfa or other to taste (optional)
16408,chopped or cilantro
16409,"chopped pitted black, preferably imported"
16410,"peeled, seeded and diced (canned are fine; drain them first)"
16411,"plump boneless, skinless, 1 1/2 to 2 pounds"
16412,"extra virgin or butter, or a combination"
16413,freshly ground whole to taste
16414,low-fat or turkey sausage
16415,per serving
16416,skin and bones removed
16417,"fresh fillet, skin on, small bones removed"
16418,(or two smaller ones)
16419,for cookie sheet
16420,hulled and rinsed
16421,(available in indian groceries)
16422,poppy or sesame for sprinkling
16423,active dry (1 1/2 tablespoons)
16424,more for greasing bowl
16425,"1 15- or 16-ounce can, no salt added"
16426,"whites, whisked until frothy"
16427,with stems
16428,"fresh, plus more if needed"
16429,"at room temperature, plus additional for greasing pan"
16430,plus additional for pan
16431,"(see recipe), cut into 1/8-inch cubes"
16432,"stale, crustless, cut into 1-inch cubes"
16433,cold or seltzer
16434,available where thai ingredients are sold
16435,preferably homemade and unsalted
16436,"1 whole clove, 1 bay leaf, 2 sprigs parsley, 1 sprig thyme, all wrapped in cheesecloth"
16437,"medium, cut into 3/8-inch pieces (approximately 1 1/2 to 2 cups)"
16438,peeled and left whole (separate cloves)
16439,"fresh flat-leaf, chopped"
16440,or substitute brown lentils
16441,rendered fat (or substitute lard or vegetable oil)
16442,dried (optional)
16443,"lean (leg or shoulder), trimmed of sinew and cut into 1-inch cubes"
16444,"picholine (or any firm, unpitted green olive), cracked with the flat of a chef's knife"
16445,crushed or coarsely ground
16446,or substitute red-wine vinegar
16447,"flat-leaf, washed, dried and loosely packed"
16448,"washed, dried and loosely packed"
16449,crusty french or italian from a large round loaf
16450,"1 3 1/2 pound roasting, washed and dried well"
16451,"zested, finely chopped"
16452,"of, cut along the clove"
16453,large cut into 1/8's
16454,"ripe, cored, or substitute 1 cup imported canned plum tomatoes, drained of juices"
16455,"medium, sliced crosswise into 1/2-inch-thick disks"
16456,homemade or store-bought
16457,"beef, veal or chicken"
16458,"4-inch-, finely chopped"
16459,coarsely chopped fresh for garnish
16460,or chicken or mushroom stock
16461,"mixed wild, like shiitake, cremini, oyster, chanterelle or boletus"
16462,chopped fresh flat-leaf
16463,"medium russet, peeled, halved, boiled until tender and mashed until smooth"
16464,"small fresh, hulled"
16465,and granulated sugar for molds
16466,"bittersweet, preferably valrhona, coarsely chopped (see note above)"
16467,"bittersweet, preferably valrhona, coarsely chopped (see note)"
16468,"white, preferably valrhona, coarsely chopped (see note)"
16469,white coating (see note)
16470,"mandarin, all skin and pith removed, sections cut out from between membranes"
16471,bittersweet coating (see note)
16472,do not use low-fat
16473,"cut into three sections, smallest section reserved for stock"
16474,"fresh, oregano or marjoram leaves"
16475,boneless in 1-inch cubes
16476,finely minced fresh hot
16477,"loin of, cut into thin scallopine and pounded"
16478,boneless loin of in thin slices
16479,prepared (drained in sieve)
16480,trimmed and sliced into 1/4-inch rounds
16481,"about 2 whole trout, skinned and boned"
16482,"weighing 3/4 pound each, each rack cut across the bone into three strips"
16483,"seeded, deveined and cut into thin slivers"
16484,"small, cleaned and cut into 1/4-inch-thick circles, tentacles reserved"
16485,"fresh, minced or 1/2 cup dried"
16486,freshly made dry
16487,"small whole cleaned, tentacles finely chopped"
16488,"cleaned, sacs cut into 1/4-inch-thick rounds"
16489,"roasted, seeded, deveined, peeled and diced"
16490,"small thai or jalapeno, seeded, deveined and minced"
16491,"serrano, roasted, seeded, deveined and peeled"
